timestamp,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0.0,0.52093923,0.63670337,0.52839375,0.6499476399999999,0.51534843,0.6499476399999999,0.5395754,0.6466365199999999,0.50603044,0.6466365199999999,0.55821145,0.5804153400000001,0.49298516,0.5804153400000001,0.56939304,0.48770559,0.4762128,0.50094989,0.54702985,0.5506157899999999,0.49484882,0.56717101,0.54889339,0.37181847999999995,0.50416684,0.37181847999999995,0.56193864,0.21619856000000004,0.50043958,0.23937600999999997,0.58057469,0.07382303000000001,0.50603044,0.14997739
0.1001,0.5252701,0.6378886699999999,0.53269249,0.65107569,0.5178479,0.65107569,0.54382575,0.64448214,0.50857019,0.64448214,0.56238133,0.58184373,0.4955813,0.5785469400000001,0.57537019,0.48294090999999995,0.48073682,0.49283111,0.55124807,0.54228258,0.49929237,0.5554696,0.55124807,0.37414771,0.50671464,0.37744438999999996,0.56238133,0.2191999,0.50300354,0.23898052999999997,0.5772258,0.07084553999999998,0.50671464,0.14667112000000004
0.2002,0.52875918,0.6338735799999999,0.53611773,0.64694753,0.52140057,0.64367905,0.54899532,0.64041054,0.51404202,0.63714206,0.56739163,0.5750407900000001,0.5011645,0.5685038600000001,0.58026922,0.47044920999999995,0.48460776,0.48025471,0.5581935,0.53581893,0.50300413,0.5488928900000001,0.55635387,0.3658576,0.51036274,0.36912614,0.56371242,0.21223873000000004,0.50484383,0.23838651,0.57658994,0.07169378000000004,0.50852311,0.15013741999999997
0.3003,0.53156972,0.6351392,0.53892326,0.64820427,0.5260545,0.6449379900000001,0.55179191,0.64167175,0.51686257,0.6384054699999999,0.57201409,0.57634673,0.50399393,0.56981421,0.58488286,0.47509294999999996,0.48928684,0.48162543999999996,0.55914551,0.5436841800000001,0.5076707,0.54695049,0.55914551,0.36404042999999997,0.51318586,0.36730671000000004,0.56649899,0.20726036999999997,0.50399393,0.23665661000000004,0.57936764,0.06681161999999996,0.50950903,0.15173417
0.4004,0.53201818,0.64033732,0.53943902,0.6535217799999999,0.52459747,0.6535217799999999,0.55242532,0.65022567,0.51717675,0.64363343,0.57283247,0.58430344,0.50604558,0.57771119,0.58581871,0.47882777,0.4893488,0.48542005,0.55613571,0.5513423399999999,0.50604558,0.5480461999999999,0.55799091,0.37005608999999995,0.51346636,0.37664849,0.56726688,0.20854664,0.50233519,0.24150771000000004,0.58025324,0.06681382999999996,0.50790077,0.15251278999999995
0.5005,0.52641761,0.64090347,0.53388083,0.65416339,0.51895428,0.65416339,0.54880738,0.65084842,0.511491,0.6475334500000001,0.56933135,0.58454865,0.50402772,0.57791868,0.58425784,0.48509895999999997,0.48723546,0.48841393,0.55253893,0.53813881,0.50216198,0.5547137,0.55627054,0.36575943,0.511491,0.37238938,0.56559974,0.20332497000000005,0.49656448,0.24310482,0.57866037,0.06741028999999998,0.50216198,0.15360004000000005
0.6006,0.51869601,0.63703921,0.524234,0.64687842,0.51131225,0.64687842,0.53715581,0.64359868,0.5039283,0.6403189300000001,0.55930746,0.58128378,0.49654442,0.57144463,0.58145916,0.48945129,0.48177665,0.48617148,0.54638565,0.52224863,0.49839038,0.55176622,0.55192363,0.36482148999999997,0.50762022,0.37138087,0.56115341,0.20411455999999994,0.49285251,0.24347143999999998,0.57776719,0.06636589999999998,0.49285251,0.15491867000000004
0.7007,0.50866252,0.62399456,0.51592779,0.63690269,0.50139725,0.63690269,0.528642,0.63044861,0.49413204,0.62722155,0.55043775,0.56913495,0.49231571,0.5594538499999999,0.5758661,0.47877789000000004,0.47233629,0.47877789000000004,0.53953987,0.50782126,0.4868668,0.54331863,0.54498875,0.35937761999999995,0.50321364,0.36583167000000005,0.55407041,0.21093392,0.4868668,0.24320436,0.57768238,0.06894438999999997,0.49413204,0.15284735000000005
0.8008,0.50776345,0.6187771,0.51685011,0.63169247,0.50231147,0.6284636299999999,0.52957141,0.62523472,0.49322477,0.62523472,0.5495621,0.56711552,0.48777276,0.55742896,0.57318735,0.47670769999999996,0.4714168,0.47025006999999996,0.54411006,0.50899625,0.48595542,0.53482699,0.54229271,0.35724038,0.50049412,0.36046933999999997,0.55137932,0.20225579000000005,0.48595542,0.23454421999999997,0.5768221,0.06664418999999999,0.49504209,0.14736539000000004
0.9009,0.52836156,0.6183010600000001,0.53564632,0.63124388,0.52107674,0.6344796100000001,0.54475224,0.6280081900000001,0.50832838,0.63124388,0.56114304,0.57300127,0.49193773,0.57300127,0.57753366,0.4694587,0.47372586,0.47269439999999996,0.54839462,0.52446568,0.49375892,0.52446568,0.54839462,0.36268049,0.49922246,0.36591619,0.56114304,0.20413101,0.49011654,0.23972380000000004,0.57935488,0.07146715999999997,0.49558011,0.15559548
